Country/Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.21,0.29,0.29,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.14,0.21,0.29,0.29,0.29,0.29,0.29,0.29,0.29
Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.21,0.21,0.21,0.21,0.21,0.21,0.29,0.29,0.36,0.36,0.36,0.36,0.36,0.5,0.43,0.43,0.71,0.79,0.79,0.79,0.71,0.64,0.57,0.57,0.57,0.57,0.64,0.5,0.57,0.57,0.36,0.29,0.43,0.43,0.5,0.5,0.5,0.5,0.71,0.71,0.64,0.71,0.71,0.79,0.71,0.79,0.64,0.64
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.21,0.21,0.36,0.43,0.43,0.43,0.43,0.43,0.5,0.79,1.0,1.07,1.21,1.29,1.21,1.29,1.14,1.21,1.36,1.79,1.93,2.0,2.0,1.93,2.29,2.21,2.14,2.07,2.14,2.14,2.36,2.29,2.43,2.29,2.43,2.43,2.79,2.71,2.29,2.36,2.5,2.64,2.57,2.5,2.36,2.5,2.29,2.0,1.93,1.79,1.43,1.29,1.14,1.07,0.93,0.79,0.79,0.93
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.21,0.21,0.29,0.43,0.36,0.36,0.36,0.36,0.5,0.57,0.71,0.79,0.93,0.93,0.93,1.07,1.21,1.07,1.29,1.5,1.79,1.86,1.86,1.93,1.93,2.0,2.0,2.43,2.5,2.57,2.5,2.64,2.43,2.43,2.36,2.43,2.36,2.36,2.21,2.07,2.14,1.79,1.64,1.64,1.5,1.43,1.5,1.29,1.07,0.93,0.86,0.71,0.71,0.71,0.5,0.5
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.21,0.21,0.36,0.36,0.36,0.5,0.57,0.64,0.71,0.79,0.79,0.57,0.57,0.43,0.43,0.5,0.36,0.36,0.43,0.36,0.29,0.21,0.14,0.07,0.07,0.21,0.21,0.21,0.29,0.21,0.29,0.29,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14,0.07,0.07,0.14,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.43,0.64,0.64,0.79,1.14,1.64,2.21,2.79,3.14,3.79,4.21,4.71,5.5,6.07,6.64,7.36,7.86,8.43,8.71,8.57,9.29,9.07,8.93,8.57,8.71,8.5,8.29,8.07,7.79,7.0,6.79,6.36,5.86,5.71,4.71,4.36,4.79,4.79,4.57,4.43,4.14,4.0,3.86,4.29,4.21,4.14,4.29,4.21,4.0,4.5,4.07,3.93,3.64,3.57,3.21,3.21,3.0,2.57,2.79
Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.29,0.29,0.43,0.64,0.93,0.93,1.71,2.29,2.43,2.93,3.71,4.57,5.0,5.29,6.14,7.14,8.36,9.29,10.57,11.86,11.64,12.21,13.14,14.0,13.93,13.93,14.36,14.86,14.93,14.64,14.14,14.07,13.21,12.57,12.64,11.93,11.86,11.21,11.14,11.29,10.64,10.14,9.64,9.57,9.36,8.86,9.21,9.21,9.21,9.5,8.71,8.57,8.5,7.71,7.64,7.57,6.64,6.43,6.07,5.5,4.86,4.5,3.93,3.43,3.43,3.36,2.79
Diamond Princess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.21,0.21,0.21,0.29,0.29,0.43,0.43,0.43,0.43,0.43,0.43,0.29,0.29,0.29,0.21,0.21,0.21,0.21,0.21,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.29,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.29,0.29,0.29,0.21,0.21,0.21,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.36,0.36,0.43,0.5,0.5
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.14,0.21,0.21,0.43,0.71,0.71,1.43,2.0,2.79,3.0,3.57,4.0,4.14,4.71,4.71,5.64,5.93,6.57,7.0,7.71,7.57,7.64,9.57,9.64,9.43,9.43,9.71,9.43,10.64,10.29,10.64,10.5,10.86,10.5,10.07,9.86,7.5,7.5,7.36,7.43,7.5,8.07,7.79,7.64,7.93,7.79,7.29,7.71,8.07,8.0,7.86,7.93,8.29,8.29,8.64,7.93,7.29,6.79,6.29,6.21,6.0,5.36,5.43
Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.21,0.36,0.5,1.0,1.29,1.93,2.0,2.43,2.57,3.29,4.0,4.14,5.21,6.5,8.36,10.0,11.79,11.86,12.36,11.71,15.29,17.0,18.64,19.07,19.64,21.07,21.0,21.07,20.21,19.71,20.29,21.0,22.57,23.5,21.07,20.57,19.93,18.64,17.36,22.0,35.86,35.36,35.5,45.86,65.36,77.86,75.86,74.93,77.21,78.14,80.57,81.5,110.79,105.86,104.0,103.64,102.71,109.36,94.07,83.71,87.86,90.71,90.71,91.79,96.57
Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.29,0.43,0.43,0.57,0.71,0.93,1.29,1.36,1.43,1.64,2.0,2.43,2.71,2.79,3.0,3.29,3.71,4.14,4.36,4.57,4.71,5.29,5.86,6.71,7.5,7.86,8.5,8.79,9.43,9.36,9.86,9.93,10.93,11.5,11.79,12.14,12.36,12.07,11.36,11.5,11.29,12.36,12.93,14.07,14.0,14.36,13.64,13.57,13.29,13.43,13.79,13.93,14.93,14.79,14.86,14.0,13.21,12.57,12.79,13.29,14.07,14.36,14.93,14.79,15.07,15.29,14.57
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.21,0.21,0.29,0.29,0.36,0.43,0.43,0.43,0.43,0.43,0.36,0.36,0.29,0.36,0.29,0.29,0.21,0.21,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.21,0.29,0.21,0.29,0.29,0.43,0.5,0.57,0.5,0.57,0.64,0.64,0.71,0.86,0.79,0.93,1.07,1.07,1.36,1.21,1.14,1.14,1.29,1.21
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.36,0.43,0.43,0.43,0.43,0.29,0.29,0.21,0.43,0.5
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.21,0.21,0.29,0.36,0.79,0.86,0.93,1.07,1.36,1.5,1.64,1.64,1.64,1.64,1.57,1.79,1.93,2.14,1.79,1.86,1.79,1.79,1.5,1.57,1.43,1.5,1.57,1.57,1.71,1.57,1.36,1.07,1.14,1.0,1.07,1.07,1.07,0.86,0.79,0.79,0.71,1.0,0.79,0.79,0.79,0.79,0.71,0.79,0.71,0.57,0.64,0.64,0.64,0.57,0.57
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07
Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.21,0.36,0.5,0.64,0.79,0.93,1.21,1.21,1.36,1.43,1.71,1.93,1.86,2.36,2.64,2.64,2.93,2.86,3.21,3.29,3.36,3.93,4.0,4.43,4.64,4.71,5.07,7.64,7.79,9.29,9.21,9.79,9.57,9.57,9.64,9.57,9.71,9.71,9.29,9.71,10.14,7.5,7.36,5.93,5.93,5.64,5.5,5.57,5.43,5.57,5.43,5.36,5.5,4.86,4.29,3.93,3.71,3.64,3.29
France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.07,0.07,0.14,0.21,0.21,0.36,0.57,0.71,1.29,1.29,2.29,3.29,3.29,5.5,6.36,6.36,10.43,10.36,10.36,17.0,31.57,39.43,46.93,60.21,76.36,91.79,117.86,137.0,159.0,180.0,205.79,241.64,304.64,368.14,433.5,500.79,529.79,576.0,660.07,682.43,752.14,801.29,823.86,842.93,854.0,871.36,911.07,894.57,868.79,839.36,830.5,810.07,746.79,746.79,687.86,645.21,626.14,603.36,593.57,566.57,494.36,461.21,422.43,388.43,370.0,352.64,338.5,319.29,295.14,284.64,264.0,251.71,239.29,237.93,213.36,217.79,209.64,197.79,229.36,217.0,177.71,165.93,159.14,141.79
Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.29,0.36,0.36,0.36,0.43,0.36,0.36,0.36,0.43,0.43,0.43,0.5,0.5,0.43,0.43,0.36,0.43,0.43,0.29,0.29
Gambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14,0.07,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.29,0.29,0.36,0.36,0.36,0.29,0.29,0.36,0.36,0.29,0.36,0.36,0.36,0.43,0.36,0.29,0.21,0.21,0.21,0.21,0.21,0.14
Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.21,0.21,0.5,0.64,0.79,1.21,1.71,2.0,3.14,4.79,6.0,6.71,8.64,11.07,14.5,18.86,23.93,30.29,37.29,44.86,53.64,63.71,75.93,86.29,97.14,106.43,120.5,132.79,153.07,167.14,173.21,164.5,177.79,182.07,179.93,206.0,210.36,219.79,215.36,214.43,218.0,215.5,209.29,212.0,213.79,224.36,211.0,209.43,215.71,190.21,183.64,170.29,168.07,162.86,152.21,140.0,142.57,129.79,125.0,119.43,113.79,109.64,101.71,99.57,90.07,82.93,80.43,78.29,72.14,77.71,62.07,57.93,51.29
