Date,Country/Region,value
2020-06-10,Afghanistan,6.21
2020-06-11,Afghanistan,5.57
2020-06-12,Afghanistan,5.21
2020-06-13,Afghanistan,5.36
2020-06-14,Afghanistan,4.36
2020-06-15,Afghanistan,3.79
2020-06-16,Afghanistan,3.36
2020-06-17,Afghanistan,2.71
2020-06-18,Afghanistan,2.79
2020-06-19,Afghanistan,2.29
2020-06-20,Afghanistan,1.93
2020-06-21,Afghanistan,1.93
2020-06-22,Afghanistan,2.21
2020-06-23,Afghanistan,2.43
2020-06-24,Afghanistan,1.71
2020-06-25,Afghanistan,1.71
2020-06-26,Afghanistan,1.71
2020-06-27,Afghanistan,1.79
2020-06-28,Afghanistan,1.86
2020-06-29,Afghanistan,1.5
2020-06-30,Afghanistan,1.36
2020-07-01,Afghanistan,1.36
2020-07-02,Afghanistan,1.29
2020-07-03,Afghanistan,1.29
2020-07-04,Afghanistan,1.29
2020-07-05,Afghanistan,1.64
2020-07-06,Afghanistan,1.43
2020-07-07,Afghanistan,1.93
2020-07-08,Afghanistan,1.93
2020-07-09,Afghanistan,2.0
2020-07-10,Afghanistan,2.0
2020-07-11,Afghanistan,2.07
2020-07-12,Afghanistan,2.07
2020-07-13,Afghanistan,1.93
2020-07-14,Afghanistan,1.86
2020-07-15,Afghanistan,2.21
2020-07-16,Afghanistan,2.21
2020-07-17,Afghanistan,2.36
2020-07-18,Afghanistan,2.36
2020-07-19,Afghanistan,2.14
2020-07-20,Afghanistan,2.29
2020-07-21,Afghanistan,1.57
2020-07-22,Afghanistan,1.57
2020-07-23,Afghanistan,1.5
2020-07-24,Afghanistan,1.79
2020-07-25,Afghanistan,1.5
2020-07-26,Afghanistan,1.57
2020-07-27,Afghanistan,1.57
2020-07-28,Afghanistan,1.64
2020-07-29,Afghanistan,1.36
2020-07-30,Afghanistan,1.5
2020-07-31,Afghanistan,1.43
2020-08-01,Afghanistan,1.71
2020-08-02,Afghanistan,1.71
2020-08-03,Afghanistan,1.57
2020-08-04,Afghanistan,1.64
2020-08-05,Afghanistan,1.64
2020-08-06,Afghanistan,1.93
2020-08-07,Afghanistan,1.86
2020-08-08,Afghanistan,2.14
2020-08-09,Afghanistan,2.21
2020-08-10,Afghanistan,2.29
2020-08-11,Afghanistan,2.29
2020-08-12,Afghanistan,2.5
2020-08-13,Afghanistan,2.5
2020-08-14,Afghanistan,2.71
2020-08-15,Afghanistan,2.64
2020-08-16,Afghanistan,2.79
2020-08-17,Afghanistan,3.07
2020-08-18,Afghanistan,3.43
2020-08-19,Afghanistan,3.64
2020-08-20,Afghanistan,3.43
2020-08-21,Afghanistan,3.43
2020-08-22,Afghanistan,3.14
2020-08-23,Afghanistan,3.14
2020-08-24,Afghanistan,3.21
2020-08-25,Afghanistan,3.36
2020-08-26,Afghanistan,3.5
2020-08-27,Afghanistan,3.36
2020-08-28,Afghanistan,3.21
2020-08-29,Afghanistan,3.14
2020-08-30,Afghanistan,4.0
2020-08-31,Afghanistan,3.86
2020-09-01,Afghanistan,3.71
2020-09-02,Afghanistan,4.21
2020-09-03,Afghanistan,4.43
2020-09-04,Afghanistan,4.93
2020-09-05,Afghanistan,0.0
2020-09-06,Afghanistan,0.0
2020-09-07,Afghanistan,0.0
2020-09-08,Afghanistan,0.0
2020-09-09,Afghanistan,0.0
2020-09-10,Afghanistan,0.0
2020-09-11,Afghanistan,0.0
2020-09-12,Afghanistan,0.0
2020-09-13,Afghanistan,0.0
2020-09-14,Afghanistan,0.0
2020-09-15,Afghanistan,0.0
2020-09-16,Afghanistan,0.0
2020-09-17,Afghanistan,0.0
2020-09-18,Afghanistan,0.0
2020-09-19,Afghanistan,0.0
2020-09-20,Afghanistan,0.0
2020-09-21,Afghanistan,0.0
2020-09-22,Afghanistan,0.0
2020-09-23,Afghanistan,0.0
2020-09-24,Afghanistan,0.0
2020-09-25,Afghanistan,0.0
2020-09-26,Afghanistan,0.0
2020-09-27,Afghanistan,0.0
2020-09-28,Afghanistan,0.0
2020-09-29,Afghanistan,0.0
2020-09-30,Afghanistan,0.0
2020-10-01,Afghanistan,0.0
2020-10-02,Afghanistan,0.0
2020-10-03,Afghanistan,0.0
2020-10-04,Afghanistan,0.0
2020-10-05,Afghanistan,0.0
2020-10-06,Afghanistan,0.0
2020-10-07,Afghanistan,0.0
2020-10-08,Afghanistan,0.0
2020-10-09,Afghanistan,0.0
2020-10-10,Afghanistan,0.0
2020-10-11,Afghanistan,0.0
2020-10-12,Afghanistan,0.0
2020-10-13,Afghanistan,0.0
2020-10-14,Afghanistan,0.0
2020-10-15,Afghanistan,0.0
2020-10-16,Afghanistan,0.0
2020-10-17,Afghanistan,0.0
2020-10-18,Afghanistan,0.0
2020-10-19,Afghanistan,0.0
2020-10-20,Afghanistan,0.0
2020-10-21,Afghanistan,0.0
2020-10-22,Afghanistan,0.0
2020-10-23,Afghanistan,0.0
2020-10-24,Afghanistan,0.0
2020-10-25,Afghanistan,0.0
2020-10-26,Afghanistan,0.0
2020-10-27,Afghanistan,0.0
2020-10-28,Afghanistan,0.0
2020-10-29,Afghanistan,0.0
2020-10-30,Afghanistan,0.0
2020-10-31,Afghanistan,0.0
2020-11-01,Afghanistan,0.0
2020-11-02,Afghanistan,0.0
2020-11-03,Afghanistan,0.0
2020-11-04,Afghanistan,0.0
2020-11-05,Afghanistan,0.0
2020-11-06,Afghanistan,0.0
2020-11-07,Afghanistan,0.0
2020-11-08,Afghanistan,0.0
2020-11-09,Afghanistan,0.0
2020-11-10,Afghanistan,0.0
2020-11-11,Afghanistan,0.0
2020-11-12,Afghanistan,0.0
2020-11-13,Afghanistan,0.0
2020-11-14,Afghanistan,0.0
2020-01-22,Albania,0.36
2020-01-23,Albania,0.5
2020-01-24,Albania,0.64
2020-01-25,Albania,0.64
2020-01-26,Albania,0.71
2020-01-27,Albania,1.0
2020-01-28,Albania,0.93
2020-01-29,Albania,1.0
2020-01-30,Albania,1.07
2020-01-31,Albania,1.29
2020-02-01,Albania,1.29
2020-02-02,Albania,1.21
2020-02-03,Albania,1.21
2020-02-04,Albania,1.21
2020-02-05,Albania,1.21
2020-02-06,Albania,1.07
2020-02-07,Albania,0.93
2020-02-08,Albania,0.93
2020-02-09,Albania,0.86
2020-02-10,Albania,0.64
2020-02-11,Albania,0.71
2020-02-12,Albania,0.71
2020-02-13,Albania,0.64
2020-02-14,Albania,0.43
2020-02-15,Albania,0.43
2020-02-16,Albania,0.36
2020-02-17,Albania,0.29
2020-02-18,Albania,0.36
2020-02-19,Albania,0.29
2020-02-20,Albania,0.29
2020-02-21,Albania,0.29
2020-02-22,Albania,0.36
2020-02-23,Albania,0.36
2020-02-24,Albania,0.43
2020-02-25,Albania,0.36
2020-02-26,Albania,0.36
2020-02-27,Albania,0.36
2020-02-28,Albania,0.36
2020-02-29,Albania,0.36
2020-03-01,Albania,0.36
2020-03-02,Albania,0.36
2020-03-03,Albania,0.29
2020-03-04,Albania,0.29
2020-03-05,Albania,0.29
2020-03-06,Albania,0.29
2020-03-07,Albania,0.21
2020-03-08,Albania,0.21
2020-03-09,Albania,0.07
2020-03-10,Albania,0.07
2020-03-11,Albania,0.0
2020-03-12,Albania,0.0
2020-03-13,Albania,0.0
2020-03-14,Albania,0.0
2020-03-15,Albania,0.0
2020-03-16,Albania,0.0
2020-03-17,Albania,0.0
2020-03-18,Albania,0.0
2020-03-19,Albania,0.0
2020-03-20,Albania,0.0
2020-03-21,Albania,0.07
2020-03-22,Albania,0.07
2020-03-23,Albania,0.14
2020-03-24,Albania,0.14
2020-03-25,Albania,0.14
2020-03-26,Albania,0.14
2020-03-27,Albania,0.14
2020-03-28,Albania,0.14
2020-03-29,Albania,0.14
2020-03-30,Albania,0.14
2020-03-31,Albania,0.14
2020-04-01,Albania,0.14
2020-04-02,Albania,0.14
2020-04-03,Albania,0.21
2020-04-04,Albania,0.14
2020-04-05,Albania,0.14
2020-04-06,Albania,0.07
2020-04-07,Albania,0.07
2020-04-08,Albania,0.14
2020-04-09,Albania,0.21
2020-04-10,Albania,0.21
2020-04-11,Albania,0.21
2020-04-12,Albania,0.21
2020-04-13,Albania,0.29
2020-04-14,Albania,0.36
2020-04-15,Albania,0.43
2020-04-16,Albania,0.64
2020-04-17,Albania,0.64
2020-04-18,Albania,0.71
2020-04-19,Albania,0.71
2020-04-20,Albania,0.79
2020-04-21,Albania,0.93
2020-04-22,Albania,1.0
2020-04-23,Albania,1.07
2020-04-24,Albania,1.21
2020-04-25,Albania,1.36
2020-04-26,Albania,1.57
2020-04-27,Albania,1.79
2020-04-28,Albania,1.93
2020-04-29,Albania,2.14
2020-04-30,Albania,2.14
2020-05-01,Albania,2.21
2020-05-02,Albania,2.29
2020-05-03,Albania,2.5
2020-05-04,Albania,2.57
2020-05-05,Albania,2.57
2020-05-06,Albania,2.43
2020-05-07,Albania,2.43
2020-05-08,Albania,2.57
2020-05-09,Albania,2.71
2020-05-10,Albania,2.64
2020-05-11,Albania,2.5
2020-05-12,Albania,2.57
2020-05-13,Albania,2.5
2020-05-14,Albania,2.5
2020-05-15,Albania,2.64
2020-05-16,Albania,2.57
2020-05-17,Albania,2.43
2020-05-18,Albania,2.57
2020-05-19,Albania,2.64
2020-05-20,Albania,2.86
2020-05-21,Albania,3.07
2020-05-22,Albania,3.21
2020-05-23,Albania,3.21
2020-05-24,Albania,3.5
2020-05-25,Albania,3.64
2020-05-26,Albania,3.5
2020-05-27,Albania,3.57
2020-05-28,Albania,3.57
2020-05-29,Albania,3.57
2020-05-30,Albania,3.86
2020-05-31,Albania,4.21
2020-06-01,Albania,4.21
2020-06-02,Albania,4.43
2020-06-03,Albania,4.64
2020-06-04,Albania,4.36
2020-06-05,Albania,4.21
2020-06-06,Albania,4.36
2020-06-07,Albania,4.0
2020-06-08,Albania,4.07
2020-06-09,Albania,4.14
2020-06-10,Albania,4.21
2020-06-11,Albania,4.43
2020-06-12,Albania,4.57
2020-06-13,Albania,4.43
2020-06-14,Albania,4.14
2020-06-15,Albania,4.0
2020-06-16,Albania,3.71
2020-06-17,Albania,3.57
2020-06-18,Albania,3.64
2020-06-19,Albania,3.71
2020-06-20,Albania,3.64
2020-06-21,Albania,3.86
2020-06-22,Albania,3.86
2020-06-23,Albania,3.93
2020-06-24,Albania,3.79
2020-06-25,Albania,3.71
2020-06-26,Albania,3.57
2020-06-27,Albania,3.71
2020-06-28,Albania,3.86
2020-06-29,Albania,4.14
2020-06-30,Albania,4.43
2020-07-01,Albania,4.5
2020-07-02,Albania,4.71
2020-07-03,Albania,4.79
2020-07-04,Albania,4.71
2020-07-05,Albania,4.64
2020-07-06,Albania,4.43
2020-07-07,Albania,4.21
2020-07-08,Albania,4.14
2020-07-09,Albania,4.0
2020-07-10,Albania,3.93
2020-07-11,Albania,3.86
2020-07-12,Albania,3.86
2020-07-13,Albania,3.57
2020-07-14,Albania,3.36
2020-07-15,Albania,3.29
2020-07-16,Albania,3.36
2020-07-17,Albania,3.29
2020-07-18,Albania,3.29
2020-07-19,Albania,3.21
2020-07-20,Albania,3.29
2020-07-21,Albania,3.43
2020-07-22,Albania,3.29
2020-07-23,Albania,3.29
2020-07-24,Albania,3.21
2020-07-25,Albania,3.07
2020-07-26,Albania,3.0
2020-07-27,Albania,3.14
2020-07-28,Albania,3.14
2020-07-29,Albania,2.93
2020-07-30,Albania,2.57
2020-07-31,Albania,2.43
2020-08-01,Albania,2.43
2020-08-02,Albania,2.57
2020-08-03,Albania,2.57
2020-08-04,Albania,2.64
2020-08-05,Albania,2.93
2020-08-06,Albania,2.86
2020-08-07,Albania,2.93
2020-08-08,Albania,3.07
2020-08-09,Albania,3.14
2020-08-10,Albania,3.21
2020-08-11,Albania,3.36
2020-08-12,Albania,3.64
2020-08-13,Albania,3.86
2020-08-14,Albania,4.0
2020-08-15,Albania,3.93
2020-08-16,Albania,3.86
2020-08-17,Albania,3.93
2020-08-18,Albania,3.93
2020-08-19,Albania,3.86
2020-08-20,Albania,4.0
2020-08-21,Albania,4.07
2020-08-22,Albania,4.07
2020-08-23,Albania,4.0
2020-08-24,Albania,4.14
2020-08-25,Albania,4.21
2020-08-26,Albania,4.29
2020-08-27,Albania,4.21
2020-08-28,Albania,4.36
2020-08-29,Albania,4.79
2020-08-30,Albania,5.21
2020-08-31,Albania,5.29
2020-09-01,Albania,5.29
2020-09-02,Albania,5.57
2020-09-03,Albania,5.71
2020-09-04,Albania,6.0
2020-09-05,Albania,5.86
2020-09-06,Albania,6.5
2020-09-07,Albania,6.57
2020-09-08,Albania,6.93
2020-09-09,Albania,7.07
2020-09-10,Albania,7.36
2020-09-11,Albania,7.36
2020-09-12,Albania,0.0
2020-09-13,Albania,0.0
2020-09-14,Albania,0.0
2020-09-15,Albania,0.0
2020-09-16,Albania,0.0
2020-09-17,Albania,0.0
2020-09-18,Albania,0.0
2020-09-19,Albania,0.0
2020-09-20,Albania,0.0
2020-09-21,Albania,0.0
2020-09-22,Albania,0.0
2020-09-23,Albania,0.0
2020-09-24,Albania,0.0
2020-09-25,Albania,0.0
2020-09-26,Albania,0.0
2020-09-27,Albania,0.0
2020-09-28,Albania,0.0
2020-09-29,Albania,0.0
2020-09-30,Albania,0.0
2020-10-01,Albania,0.0
2020-10-02,Albania,0.0
2020-10-03,Albania,0.0
2020-10-04,Albania,0.0
2020-10-05,Albania,0.0
2020-10-06,Albania,0.0
2020-10-07,Albania,0.0
2020-10-08,Albania,0.0
2020-10-09,Albania,0.0
2020-10-10,Albania,0.0
2020-10-11,Albania,0.0
2020-10-12,Albania,0.0
2020-10-13,Albania,0.0
2020-10-14,Albania,0.0
2020-10-15,Albania,0.0
2020-10-16,Albania,0.0
2020-10-17,Albania,0.0
2020-10-18,Albania,0.0
2020-10-19,Albania,0.0
2020-10-20,Albania,0.0
2020-10-21,Albania,0.0
2020-10-22,Albania,0.0
2020-10-23,Albania,0.0
2020-10-24,Albania,0.0
2020-10-25,Albania,0.0
2020-10-26,Albania,0.0
2020-10-27,Albania,0.0
2020-10-28,Albania,0.0
2020-10-29,Albania,0.0
2020-10-30,Albania,0.0
2020-10-31,Albania,0.0
2020-11-01,Albania,0.0
2020-11-02,Albania,0.0
2020-11-03,Albania,0.0
2020-11-04,Albania,0.0
2020-11-05,Albania,0.0
2020-11-06,Albania,0.0
2020-11-07,Albania,0.0
2020-11-08,Albania,0.0
2020-11-09,Albania,0.0
2020-11-10,Albania,0.0
2020-11-11,Albania,0.0
2020-11-12,Albania,0.0
2020-11-13,Albania,0.0
2020-11-14,Albania,0.0
2020-01-22,Algeria,0.5
2020-01-23,Algeria,0.64
2020-01-24,Algeria,0.79
2020-01-25,Algeria,1.07
2020-01-26,Algeria,1.21
2020-01-27,Algeria,1.21
2020-01-28,Algeria,1.36
2020-01-29,Algeria,1.5
2020-01-30,Algeria,1.71
2020-01-31,Algeria,1.71
2020-02-01,Algeria,1.86
2020-02-02,Algeria,1.93
2020-02-03,Algeria,2.21
2020-02-04,Algeria,2.86
2020-02-05,Algeria,3.64
2020-02-06,Algeria,5.5
2020-02-07,Algeria,6.71
2020-02-08,Algeria,8.21
2020-02-09,Algeria,9.64
2020-02-10,Algeria,11.14
2020-02-11,Algeria,12.43
2020-02-12,Algeria,13.14
2020-02-13,Algeria,15.0
2020-02-14,Algeria,16.43
2020-02-15,Algeria,17.57
2020-02-16,Algeria,18.71
2020-02-17,Algeria,19.86
2020-02-18,Algeria,20.14
2020-02-19,Algeria,19.86
2020-02-20,Algeria,18.71
2020-02-21,Algeria,18.5
2020-02-22,Algeria,16.93
2020-02-23,Algeria,15.93
2020-02-24,Algeria,15.07
2020-02-25,Algeria,14.21
2020-02-26,Algeria,14.07
2020-02-27,Algeria,12.29
2020-02-28,Algeria,11.36
2020-02-29,Algeria,10.29
2020-03-01,Algeria,9.43
2020-03-02,Algeria,8.5
2020-03-03,Algeria,7.93
2020-03-04,Algeria,7.71
2020-03-05,Algeria,7.29
2020-03-06,Algeria,6.36
2020-03-07,Algeria,6.57
2020-03-08,Algeria,6.29
2020-03-09,Algeria,5.79
2020-03-10,Algeria,5.57
2020-03-11,Algeria,5.29
2020-03-12,Algeria,5.43
2020-03-13,Algeria,5.21
2020-03-14,Algeria,5.36
2020-03-15,Algeria,5.5
2020-03-16,Algeria,5.36
2020-03-17,Algeria,5.57
2020-03-18,Algeria,5.57
2020-03-19,Algeria,5.64
2020-03-20,Algeria,5.93
2020-03-21,Algeria,5.93
2020-03-22,Algeria,6.07
2020-03-23,Algeria,6.43
2020-03-24,Algeria,6.5
2020-03-25,Algeria,6.57
2020-03-26,Algeria,6.57
2020-03-27,Algeria,6.71
2020-03-28,Algeria,7.0
2020-03-29,Algeria,7.0
2020-03-30,Algeria,7.29
2020-03-31,Algeria,7.29
2020-04-01,Algeria,7.21
2020-04-02,Algeria,7.21
2020-04-03,Algeria,7.29
2020-04-04,Algeria,7.43
2020-04-05,Algeria,7.5
2020-04-06,Algeria,7.57
2020-04-07,Algeria,7.57
2020-04-08,Algeria,7.5
2020-04-09,Algeria,7.57
2020-04-10,Algeria,7.71
2020-04-11,Algeria,7.57
2020-04-12,Algeria,7.64
2020-04-13,Algeria,7.57
2020-04-14,Algeria,7.64
2020-04-15,Algeria,7.79
2020-04-16,Algeria,7.93
2020-04-17,Algeria,8.07
2020-04-18,Algeria,8.14
2020-04-19,Algeria,8.14
2020-04-20,Algeria,8.29
2020-04-21,Algeria,8.64
2020-04-22,Algeria,9.0
2020-04-23,Algeria,9.29
2020-04-24,Algeria,9.64
2020-04-25,Algeria,9.93
2020-04-26,Algeria,9.86
2020-04-27,Algeria,9.79
2020-04-28,Algeria,9.79
2020-04-29,Algeria,9.79
2020-04-30,Algeria,9.79
2020-05-01,Algeria,9.57
2020-05-02,Algeria,9.43
2020-05-03,Algeria,9.29
2020-05-04,Algeria,9.14
2020-05-05,Algeria,8.86
2020-05-06,Algeria,8.64
2020-05-07,Algeria,8.36
2020-05-08,Algeria,8.0
2020-05-09,Algeria,7.79
2020-05-10,Algeria,7.64
2020-05-11,Algeria,7.64
2020-05-12,Algeria,7.64
2020-05-13,Algeria,7.79
2020-05-14,Algeria,7.86
2020-05-15,Algeria,7.93
2020-05-16,Algeria,8.0
2020-05-17,Algeria,8.14
2020-05-18,Algeria,8.07
2020-05-19,Algeria,8.29
2020-05-20,Algeria,8.57
2020-05-21,Algeria,8.86
2020-05-22,Algeria,8.57
2020-05-23,Algeria,8.71
2020-05-24,Algeria,9.0
2020-05-25,Algeria,9.14
2020-05-26,Algeria,9.43
2020-05-27,Algeria,9.5
2020-05-28,Algeria,9.71
2020-05-29,Algeria,10.0
2020-05-30,Algeria,10.14
2020-05-31,Algeria,10.29
2020-06-01,Algeria,10.36
2020-06-02,Algeria,10.43
2020-06-03,Algeria,10.43
2020-06-04,Algeria,10.57
2020-06-05,Algeria,10.93
2020-06-06,Algeria,11.07
2020-06-07,Algeria,10.93
2020-06-08,Algeria,10.86
2020-06-09,Algeria,10.57
2020-06-10,Algeria,10.71
2020-06-11,Algeria,10.64
2020-06-12,Algeria,10.43
2020-06-13,Algeria,10.5
2020-06-14,Algeria,10.5
2020-06-15,Algeria,10.64
2020-06-16,Algeria,10.57
2020-06-17,Algeria,10.5
2020-06-18,Algeria,10.07
2020-06-19,Algeria,10.07
2020-06-20,Algeria,9.79
2020-06-21,Algeria,9.93
2020-06-22,Algeria,10.0
2020-06-23,Algeria,10.21
2020-06-24,Algeria,10.07
2020-06-25,Algeria,9.86
2020-06-26,Algeria,9.71
2020-06-27,Algeria,9.36
2020-06-28,Algeria,9.5
2020-06-29,Algeria,9.57
2020-06-30,Algeria,9.57
2020-07-01,Algeria,9.43
2020-07-02,Algeria,9.57
2020-07-03,Algeria,9.43
2020-07-04,Algeria,9.36
2020-07-05,Algeria,9.36
2020-07-06,Algeria,9.36
2020-07-07,Algeria,9.07
2020-07-08,Algeria,8.64
2020-07-09,Algeria,8.43
2020-07-10,Algeria,8.64
2020-07-11,Algeria,8.93
2020-07-12,Algeria,8.64
2020-07-13,Algeria,8.29
2020-07-14,Algeria,8.21
2020-07-15,Algeria,8.29
2020-07-16,Algeria,8.29
2020-07-17,Algeria,8.29
2020-07-18,Algeria,8.14
2020-07-19,Algeria,7.93
2020-07-20,Algeria,7.86
2020-07-21,Algeria,8.14
2020-07-22,Algeria,8.71
2020-07-23,Algeria,8.93
2020-07-24,Algeria,8.57
2020-07-25,Algeria,8.29
2020-07-26,Algeria,8.29
2020-07-27,Algeria,8.36
2020-07-28,Algeria,8.43
2020-07-29,Algeria,8.36
2020-07-30,Algeria,8.0
2020-07-31,Algeria,7.71
2020-08-01,Algeria,7.57
2020-08-02,Algeria,7.29
2020-08-03,Algeria,7.07
2020-08-04,Algeria,6.71
2020-08-05,Algeria,6.5
2020-08-06,Algeria,6.21
2020-08-07,Algeria,6.43
2020-08-08,Algeria,6.5
2020-08-09,Algeria,6.29
2020-08-10,Algeria,6.36
2020-08-11,Algeria,5.64
2020-08-12,Algeria,5.21
2020-08-13,Algeria,5.71
2020-08-14,Algeria,5.86
2020-08-15,Algeria,6.0
2020-08-16,Algeria,6.21
2020-08-17,Algeria,6.43
2020-08-18,Algeria,6.57
2020-08-19,Algeria,6.5
2020-08-20,Algeria,6.14
2020-08-21,Algeria,6.57
2020-08-22,Algeria,6.43
2020-08-23,Algeria,6.86
2020-08-24,Algeria,6.93
2020-08-25,Algeria,7.5
2020-08-26,Algeria,7.79
2020-08-27,Algeria,7.5
2020-08-28,Algeria,7.71
2020-08-29,Algeria,8.0
2020-08-30,Algeria,8.07
2020-08-31,Algeria,8.07
2020-09-01,Algeria,8.07
2020-09-02,Algeria,8.14
2020-09-03,Algeria,8.71
2020-09-04,Algeria,8.21
2020-09-05,Algeria,8.43
2020-09-06,Algeria,8.36
2020-09-07,Algeria,8.21
2020-09-08,Algeria,7.64
2020-09-09,Algeria,8.5
2020-09-10,Algeria,8.79
2020-09-11,Algeria,9.07
2020-09-12,Algeria,9.21
2020-09-13,Algeria,9.57
2020-09-14,Algeria,10.0
2020-09-15,Algeria,10.43
2020-09-16,Algeria,10.86
2020-09-17,Algeria,11.57
2020-09-18,Algeria,12.0
2020-09-19,Algeria,12.5
2020-09-20,Algeria,0.0
2020-09-21,Algeria,0.0
2020-09-22,Algeria,0.0
2020-09-23,Algeria,0.0
2020-09-24,Algeria,0.0
2020-09-25,Algeria,0.0
2020-09-26,Algeria,0.0
2020-09-27,Algeria,0.0
2020-09-28,Algeria,0.0
2020-09-29,Algeria,0.0
2020-09-30,Algeria,0.0
2020-10-01,Algeria,0.0
2020-10-02,Algeria,0.0
2020-10-03,Algeria,0.0
2020-10-04,Algeria,0.0
2020-10-05,Algeria,0.0
2020-10-06,Algeria,0.0
